 telegram_id,telegram_username,plan,subscription_status,is_active,profile_ready,registered_at,deliveries_total,breakdowns_total,expertise,target_roles,anti_roles,industries_interested,industries_experience,seniority,years_of_experience,work_format,location,location_preferences,min_monthly,salary_expectations,languages,ideal_work_description,additional_context
834666040,mariaa_mashaa,free,free,False,True,2026-08-17,13,0,"Operations Coordination, Executive Support, Administrative Management, Process Improvement, Workflow Optimization, Cross-functional Collaboration, Recruitment & Onboarding, Reporting, Vendor Management, Cost Optimization, Microsoft Excel, Google Sheets, AI-powered Workflow Optimization, SOP Development, Budget Planning, Scheduling & Workload Planning, Customer Service Standards, YCLIENTS","Operations Coordinator, Executive Assistant, Process Improvement, Project Coordinator, Administrative Manager","Клиентский сервис, Customer Support, Работа с внешними клиентами напрямую",,,"Middle / Senior — 5+ лет опыта, двойной рост внутри одной компании до уровня Deputy Director",,,,"{""hybrid_ok"": true, ""remote_ok"": true}",,,"Русский — родной, Английский — B2 (Professional Working Proficiency)","Хочет заниматься координацией внутренних процессов — выстраивать системы, регламенты, следить за тем, чтобы всё работало чётко и предсказуемо. Приоритет — удалёнка или гибрид. Интересно работать в компании с AI-составляющей.",
719692438,dashakulikovaa,grandfather,grandfather,True,True,2026-06-17,177,0,"Копирайтинг (SEO-статьи, коммерческие тексты, медицинская тематика), Редактура и корректура текстов, SMM (контент-планы, публикации, модерация), Контент-менеджмент (управление командой, контент-стратегия, Tone of Voice), Написание сценариев для Shorts/Reels, Закупка рекламы в Telegram (TGstat, Telemetr), Работа с Tilda (наполнение сайта), Базовый графический дизайн (Figma), Базовый видеомонтаж (CapCut, Adobe Premiere), Работа с большим объёмом информации, поиск и структурирование данных","Копирайтер, Пишущий редактор, Контент-менеджер, Журналист/корреспондент, Медицинский копирайтер, Head of Content","Видеопроизводство / съёмка видео, Ответы на отзывы и другие рутинные модерационные задачи","Медицина / здравоохранение, Фармацевтика, Финтех / банки / инвестиции, IT, СМИ / медиа, Маркетинг / реклама",,"Middle (6+ лет опыта в контенте, копирайтинге и редактуре)",,,,"{""cities"": [""Санкт-Петербург""], ""countries"": [""Россия""], ""hybrid_ok"": true, ""remote_ok"": true, ""relocation"": false, ""business_trips"": false, ""office_ok_for_great_projects"": true}",,,"Русский — родной, Английский — B1","Хочу развиваться в медицинском копирайтинге и редактуре. Интересно писать тексты, работать со стратегией и генерацией идей. Нравится, когда сложную тему удаётся объяснить простым языком. Рассматриваю как фулл-тайм (желательно удалёнка), так и проекты с частичной занятостью. Видеосъёмку не рассматривает, монтаж умеет, но предпочитает текстовую и стратегическую работу.",
8934469564,,free,free,True,False,2026-06-21,0,0,"консультирование клиентов, работа гидом, индустрия красоты, коммуникация с людьми","онлайн-консультант в переписке, чат-оператор, менеджер соцсетей / контент-менеджер в бьюти",,"индустрия красоты, beauty",,"Junior / Entry-level (новый опыт в онлайне, офлайн-опыт в консультировании и туризме)",,,,"{""cities"": [""Казахстан""], ""countries"": [""любая страна""], ""remote_ok"": true}",,,"Русский, Английский, Казахский","Онлайн-работа без звонков, желательно в переписке. Интересно онлайн-консультирование клиентов, особенно в бьюти-сфере. Быстро учится, готова осваивать новое.",
326911232,Tyrnavska,free,free,True,True,2026-06-27,27,0,"Product marketing (positioning, messaging, GTM), Go-to-market execution for B2B SaaS, Cross-functional project coordination (Product, Design, Sales, SEO, Leadership), Customer research and JTBD analysis, Adoption campaigns and lifecycle marketing, Product repositioning and product-market fit, Analytics and reporting (Mixpanel, Google Analytics), SEO coordination (SEMrush), Event and community building from scratch, Process design and operational setup, SMM and PR, Client acquisition","Product Marketing Manager, Marketing Project Manager, Marketing Project Coordinator, Marketing Programme Manager, Project Coordinator, Program Coordinator, Marketing + Sales hybrid (inbound-focused), Account Executive (inbound), Business Development (inbound), Producer, Content Manager (с командой, не руками)","PPC / Paid Media специалист, Meta Ads / Google Ads — настройка рекламных кабинетов руками, Графический дизайнер / создание креативов, Customer Support, SMM-исполнитель (создание контента руками), Операционный ассистент","Travel / путешествия, Wellness, Здоровье (без фармы и БАДов), Психология и ментальное здоровье, EdTech / обучение, Женские сообщества и комьюнити",,Mid / Mid-Senior,,,,"{""cities"": [""Lisbon"", ""Porto"", ""Bangkok""], ""countries"": [""Portugal"", ""Thailand""], ""remote_ok"": true}",,,"Русский — native, Украинский — native, Английский — B2 (рабочий, без языкового барьера, ежедневное использование)","Хочет быть рупором и лидером темы, которая ей важна — сейчас это женская самость, реализация, смелость быть собой. В идеале — фаундер или публичный эксперт, к которому приходят за продуктом или знаниями. Сейчас ищет наёмную роль для стабильности и возможного переезда. Хочет высокую автономию: задавать направление, выстраивать системы, а не тушить пожары и исполнять чужие решения. Нужна удалёнка с гибким графиком, митинги максимум 2-4 часа в день, без глубокого погружения в чужой бизнес.",
779650288,egormarynych,free,free,False,True,2026-07-23,3,0,"Android разработка (3 года), Backend разработка на Java (3 года)",Backend Developer (Java),,,,Middle,,,,"{""notes"": ""удалёнка, проекты/компании вне России"", ""countries"": [""вне РФ""], ""remote_ok"": true}",,,,"Создавать мультфильмы в роли автора и режиссёра: придумывать истории, концепции, персонажей, утверждать композицию, передавать задачи исполнителям и руководить производством.",
189747273,A_Zvezdulina,free,free,False,True,2026-06-28,8,0,"Проектирование автомобильных дорог (категории III-IV, межплощадочные, внутриплощадочные), Разработка генеральных планов промышленных объектов, Руководство отделом и управлением проектирования, Управление командой проектировщиков, Планирование и контроль бюджета подразделения, Разработка ПД и РД, Авторский надзор, Согласование проектной документации в экспертизе, Внедрение 3D-проектирования (AutoCAD, Топоматик Robur), Разработка схем организации движения, Подготовка технических заданий на инженерные изыскания, Разработка и внедрение KPI, Автоматизация процессов проектирования","Руководитель проекта (транспортная инфраструктура / благоустройство / градостроительство), Руководитель отдела проектирования, Руководитель управления проектирования, Директор по развитию инфраструктуры, Руководитель проекта по развитию территорий","Технический проектировщик (без управленческой функции), ГИП по автодорогам без стратегического компонента, Рядовой инженер-проектировщик генпланов","Проектирование и строительство, Промышленная инфраструктура, Транспортная инфраструктура, Дорожное строительство, Морская инфраструктура / портовые терминалы",,"Senior / Lead — 15+ лет опыта, последние 7 лет на руководящих позициях (начальник отдела → руководитель управления)",,,,"{""notes"": ""Работает из Москвы, готова к командировкам на объекты, рассматривает любой формат работы (офис, гибрид, удалёнка)"", ""cities"": [""Москва""], ""countries"": [""Россия""], ""remote_ok"": true}",,,Русский — родной,"Хочет отвечать за инфраструктуру транспорта и благоустройства, разрабатывать перспективное развитие. Важна работа с реальными объектами — командировки на объекты, без жёсткого офисного режима 5/2. Нравится проектное мышление: от концепции до результата. Ценит свободный график и ответственность за результат проекта. Интересны урбанистика, транспортное развитие, строительство, проектирование, благоустройство, градостроительство. Нравится создавать и руководить командами профессионалов, координировать их работу.",
1951978617,Xaxxaxxxaaxxaaxa,free,free,True,False,2026-08-25,0,0,"C#, ASP.NET Core, ASP.NET MVC, Entity Framework, LINQ, ADO.NET, MS SQL Server, SQL, Проектирование и разработка БД, Git, Visual Studio / VS Code, WPF, .NET Framework, HTML, CSS, JavaScript (базовый уровень), Unity (базовый уровень)","Junior C# Developer, Junior .NET Developer",,,,Junior,,,,"{""cities"": [""Брянск""], ""countries"": [""Россия""], ""remote_ok"": true, ""relocation"": false, ""business_trips"": false}",,,Русский — родной,,
1349068073,chubukoff,free,free,True,True,2026-06-22,13,0,"IT и Digital рекрутмент (точечный подбор), Executive Search (C-level, руководители), Выстраивание процессов подбора с нуля, Технический скрининг кандидатов (понимание IT-стека), Оценка кандидатов (STAR, PARLA, метод критических инцидентов), Работа с ATS (Huntflow, Huntio), Аналитика воронки найма и метрики рекрутмента, Внедрение AI-инструментов в рекрутмент (ChatGPT, Claude, tl;dv), Кадровый резерв и employer branding, Менторинг junior-рекрутеров, HR Generalist (адаптация, оценка 360, мотивация, KDП)","Senior IT Recruiter, Lead IT Recruiter, Senior Digital Recruiter, Head of Recruitment","Рекрутер в кадровом агентстве, Рекрутер на аутсорсе (RPO), Массовый/потоковый рекрутмент (линейный персонал)","Информационные технологии, Продуктовые IT-компании, SaaS / B2B-сервисы, Fintech, EdTech, Маркетплейсы, Бигтех",,Senior / Lead (7+ лет опыта в рекрутменте),,,,"{""notes"": ""Готов к переезду, готов к редким командировкам"", ""cities"": [""Саратов""], ""countries"": [""Россия""], ""remote_ok"": true}",,,"Русский — родной, Английский — B2","Продуктовая компания со зрелыми процессами, где есть возможность заниматься стратегическим наймом и участвовать в закрытии сложных позиций — руководители, топы, тимлиды. Важна возможность влиять на процессы и делать их лучше. Интересны проекты по уникальному и точечному хантингу. Неинтересны кадровые агентства, аутсорс и потоковый найм линейных специалистов. Открыт ко всему, особенно смотрит на бигтехи и динамичные команды — Точка Банк, Т-Банк, ОТП Банк, Авито, ЦИАН, Стобальный репетитор, Фиксфорд.",
6187883645,katerina_koroletskaya,free,free,True,True,2026-07-21,1,0,"3D-визуализация интерьеров, 3ds Max, Corona Renderer, визуализация HoReCa (кофейни, рестораны, гостиницы), визуализация жилых интерьеров, визуализация ЖК","3D-визуализатор интерьеров, 3D Artist (интерьеры)",,"HoReCa, жилая недвижимость / ЖК, дизайн интерьеров",,Middle/Senior (5+ лет опыта),,,,"{""cities"": [""Минск""], ""countries"": [""Беларусь""], ""remote_ok"": true}",,,,,
484305064,millkisss,free,free,True,True,2026-06-27,1,0,"Физический труд, Работа руками, Слесарное дело, Обход газового оборудования, Усидчивость и внимательность к монотонным задачам","Надомный сборщик, Надомный работник (рукоделие), Сборка изделий на дому для производства, Надомный мастер","Работа с клиентами, Офисная работа, Работа вне дома",,,,,,,"{""cities"": [""Коломна""], ""regions"": [""Московская область""], ""countries"": [""Россия""], ""remote_ok"": true}",,,,"Надомная работа, связанная с рукоделием или сборкой для производства. Монотонная физическая работа без контакта с клиентами. Примерно 4 часа в день, совмещение с декретом.",
357162291,milavaleri,free,free,False,True,2026-06-23,21,0,"Продуктовый менеджмент (4+ года), Запуск продуктов с нуля и масштабирование, Discovery: CustDev, UX-исследования, анализ конкурентов, Управление roadmap и бэклогом, Unit-экономика и управление P&L, A/B тесты и проверка гипотез, UX/UI дизайн и прототипирование, Продуктовая аналитика (Revenue, LTV, CR, CSAT), Управление продуктовой командой до 10 человек, Интеграции с внешними сервисами и REST API, SQL, Go, работа с базами данных, Управление проектами (80+ проектов), JTBD, CJM, Инструменты: Jira, Figma, Miro, Confluence, Power BI, Google Analytics, Excel","Product Manager, Product Owner, Project Manager",,"Digital signage / физические пространства, B2B SaaS, HealthTech / MedTech, Retail Tech",,"Middle+/Senior Product Manager (4+ лет в PM, 6+ лет общего опыта включая project management)",,,,"{""cities"": [""Москва""], ""countries"": [""Россия""], ""remote_ok"": true, ""preferred_format"": ""удалёнка или гибрид""}",,,"Русский — родной, Английский — B2","Работа в крупной известной компании с хорошей продуктовой культурой. Важны стабильность и ресурсы, масштаб интересен в том числе для карьерной записи в резюме. Конкретной сферы нет, главное — не возвращаться к интеграторам и digital signage. Давно в поиске, жёстких требований нет, готова рассмотреть как продуктовые, так и проектные роли.",
452037952,vitalynizhnikov,free,free,True,True,2026-07-23,54,1,"Системный анализ (Lead/Senior), Бизнес-анализ, Проектирование ИТ-систем с нуля (DWH, маркетплейсы, мобильные приложения, CRM), Сбор и формализация требований (User Stories, Use Cases, BPMN, ERD), Проектирование интеграций (REST API, Kafka, RabbitMQ), Проектирование реляционных моделей данных (PostgreSQL, Oracle, MSSql), Прототипирование UI/UX в Figma, Управление командой аналитиков (найм, онбординг, планирование), DWH по методологии DataVault 2.0, oAuth 2.0 / OIDC, Agile / Scrum, Confluence / Jira / Atlassian, MS Project","Lead системный аналитик, Ведущий системный аналитик, Руководитель отдела аналитики, Lead бизнес-аналитик",,"Финтех / Банки, Телеком / Связь, EdTech, Страхование, Системная интеграция / ИТ-консалтинг",,Lead / Senior,,,,"{""notes"": ""Готов к редким командировкам"", ""cities"": [""Ростов-на-Дону""], ""countries"": [""Россия""], ""remote_ok"": true}",,,"Русский — родной, Английский — B2","Проектировать ИТ-системы, которые реально облегчают жизнь людям. Важно, чтобы работа имела смысл и давала видимый результат — не корпоративный чеклист, а реальная польза для пользователей. Интерес к технической архитектуре: REST API, асинхронное взаимодействие (очереди, события).",
170928445,karinaasp,free,free,True,True,2026-06-29,61,0,"стратегический маркетинг, управление командой (до 20 человек), мультиканальное продвижение, продуктовый маркетинг, управление рекламным агентством, построение и управление отделом продаж, глубинные интервью и анализ рынка, фандрайзинг, продюсирование экспертов, HR fintech B2B2C, edtech, fintech, международный и российский рекламный рынок, рост числа платящих клиентов, большие рекламные кампании","Team Lead Marketing, Head of Marketing, Marketing Director, Director of Growth",,"EdTech, FinTech, HR Tech, IT",,Senior / Team Lead / Head of,,,,"{""notes"": ""Нужна русскоязычная команда, работает удалённо из-за рубежа"", ""cities"": [], ""countries"": [""зарубежье (страна не определена)""], ""remote_ok"": true}",,,"Русский — родной, Английский — Intermediate (B1, не практикует активно)","Хочет управлять продуктом или командой маркетинга в IT. Привлекает стратегия, нестандартные пути решения задач, цифры, новые источники трафика, дизрапт существующих моделей, оптимизация, большие рекламные кампании на рост числа платящих клиентов. Хочет масштаб и мультиканальное продвижение, не хочет мелкие задачи и только рекламные интеграции.",
53033352,pritvorova,grandfather,grandfather,True,False,2026-06-16,0,0,"B2B/B2C маркетинговая стратегия, Лидогенерация и оптимизация воронки, Управление маркетинговыми проектами и командами, Партнёрский маркетинг, Performance-маркетинг (ROI, CPL, CTR, A/B-тесты), Контент-маркетинг и digital-продвижение, CRM-системы (Salesforce, HubSpot, MS Dynamics, Zoho, Pipedrive, Marketo), Аналитика (Google Analytics, Яндекс.Метрика, Tableau, Power BI), Организация крупных мероприятий (150+ событий, 1800+ участников), Конкурентный анализ и исследование рынков, Бюджетирование и управление маркетинговым бюджетом, SEO и PPC, AI-инструменты (ChatGPT, Midjourney, Perplexity, DeepSeek), Продвижение AI/SaaS-продуктов в B2B, Выход на международные рынки",,,"ИТ и технологии, B2B SaaS, AI-продукты, ИТ-аутсорсинг и разработка ПО, HR Tech, Кибербезопасность",,"Senior / Lead — 13+ лет опыта в маркетинге, опыт руководства командами до 50 человек, опыт Head of Marketing",,,,"{""cities"": [""Москва""], ""countries"": [], ""remote_ok"": true}",,,"Русский — родной, Английский — свободное владение (C1/C2), Итальянский — базовый, Французский — базовый",,
414234598,eia_papaya,free,free,False,False,2026-07-24,0,0,,,,,,,,,,,,,,"Работа, связанная с людьми, но без массового обзвона, продаж и обслуживания клиентов. Нравится наводить уют, порядок, создавать комфортное пространство. Интерес к мероприятиям, организации и координации. Хочет попробовать координацию проектов и адаптацию новых сотрудников (онбординг), но без рекрутмента.",
1133692840,AlbinaBodnar,grandfather,grandfather,False,True,2026-06-17,16,0,"Управление командами и наставничество, Развитие точек продаж и сети филиалов, Бизнес-тренерство, Методология и написание стандартов работы сети, Анализ клиентских путей, Написание бизнес-требований, Выявление отклонений в работе сети, Потребительское кредитование","Региональный управляющий, Бизнес-тренер, Методолог",Директор офиса,,,"Senior / Lead — 15 лет опыта в банковской сфере, включая управленческие и методологические роли",,,,,,,,"Хочет передавать опыт управления командами через наставничество, выявлять отклонения в работе сети, активно ездить в командировки.",
1620450350,kitssr,free,free,True,False,2026-07-24,0,0,"UI/UX дизайн, Веб-дизайн, Figma, Tilda / Zero Block, Wireframing, Прототипирование, User Flow, Customer Journey Map (CJM), Информационная архитектура, Адаптивный дизайн / Mobile First, Design System / UI Kit, Типографика и цветовые системы, Adobe Photoshop, Adobe Illustrator, UX-исследования (анализ аудитории, анализ конкурентов), Лендинги и корпоративные сайты, Академический рисунок и визуальная композиция",,,,,"Junior / Middle (опыт в профессии с сентября 2025, художественное образование и высокая визуальная насмотренность)",,,,"{""cities"": [""Санкт-Петербург""], ""countries"": [""Россия""], ""remote_ok"": true}",,,"Русский — родной, Английский — базовый (A1)",,
312685117,kebatotkulov,free,free,True,True,2026-07-03,17,0,"Product analytics leadership, A/B testing (design & review), Causal inference, Metrics trees (AAARRR), Funnel optimization, Segmentation (behavioral, attributional, transactional), Attribution models, Stakeholder management, People management & team building, Backlog & roadmap management, Data governance, Events taxonomy management, ETL & datamarts, BI & self-service analytics, Hiring & interviewing, Python, SQL (PostgreSQL, MySQL, MSSQL, Greenplum, ClickHouse), Amplitude, Apache Airflow, PowerBI, AppsFlyer, Strategic analytics, Advanced econometrics, Discrete choice models","Head of Analytics, Head of Product Analytics, Product Analyst, Analytics Manager","BI Engineer, BI Developer","WealthTech, Инвестиционные продукты, Lifestyle, HealthTech, Fintech",,Lead / Senior,,,,"{""cities"": [""Дубай"", ""Абу-Даби"", ""Доха"", ""Эр-Рияд"", ""Каир""], ""countries"": [""ОАЭ"", ""Катар"", ""Саудовская Аравия"", ""Египет""], ""remote_ok"": false, ""relocation"": true, ""exclude_countries"": [""Израиль""]}",,,"Русский, Английский (профессиональный — резюме на английском)","Хочет развивать продукт (желательно инвестиционный, lifestyle или healthtech), основываясь на данных и аналитике. Важно влиять на продуктовые решения, а не просто строить отчёты.",
250550716,Offfff_Air,free,free,True,True,2026-07-22,58,0,"Project Management, Production Coordination, Кросс-функциональная координация команд, Построение процессов с нуля, Creative Workflow, Формирование брифов и ТЗ, Управление подрядчиками и вендорами, Конфликт-менеджмент, Управление бюджетом и оплатами, Анализ метрик (таргет, маркетинг), Onboarding и найм специалистов, Kaiten, Figma, Google Workspace, Bitrix24, Weeek, AI Tools","Project Manager, Marketing PM, Координатор проектов, Менеджер контентных проектов, Менеджер в медиа","Чистый исполнитель без влияния на решения, Роли в компаниях на вечной стартап-стадии без процессов, Позиции под микроменеджером, Работа при директивном стиле руководства, Роли где все решения принимаются только собственником","EdTech, Travel, Лайфстайл, Культура и искусство, Онлайн-продукты",,"Middle / Middle+ (около 3 лет в PM, опыт в маркетинговых и production-проектах)",,,,"{""cities"": [""Санкт-Петербург""], ""countries"": [""Россия""], ""remote_ok"": true, ""preferred_format"": ""удалёнка в приоритете, гибрид окей""}",,,"Русский — родной, Английский — базовый (A2)","Быть в точке, где рождается направление — придумать идею и собрать людей под неё, а потом вести через процессы к результату. Не просто исполнять, а влиять на стратегию. Чувствовать свой вклад. Работать с гуманитарным онлайн-продуктом в сферах образования, путешествий, лайфстайла или культуры. Перспектива роста в продуктовый маркетинг.",
